case_id,split,fg_id,bg_id,position,scale,label,composite_path,mask_path,width,height,mask_width,mask_height,usable,note
opa_test_022,test,1079904,379285,"[234, 8, 381, 315]",0.6568,1,assets/datasets/opa/raw/new_OPA/composite/test_set/1079904_379285_234_8_381_315_0.6568_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1079904_379285_234_8_381_315_0.6568_1.jpg,640,480,640,480,yes,
opa_test_023,test,586987,357510,"[386, 107, 249, 268]",0.4199,1,assets/datasets/opa/raw/new_OPA/composite/test_set/586987_357510_386_107_249_268_0.4199_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_586987_357510_386_107_249_268_0.4199_1.jpg,640,640,640,640,yes,
opa_test_024,test,586934,357510,"[230, 139, 286, 391]",0.6118,1,assets/datasets/opa/raw/new_OPA/composite/test_set/586934_357510_230_139_286_391_0.6118_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_586934_357510_230_139_286_391_0.6118_1.jpg,640,640,640,640,yes,
opa_test_025,test,589018,213399,"[5, 157, 278, 205]",0.4808,1,assets/datasets/opa/raw/new_OPA/composite/test_set/589018_213399_5_157_278_205_0.4808_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_589018_213399_5_157_278_205_0.4808_1.jpg,640,427,640,427,yes,
opa_test_051,test,3332,333599,"[56, 152, 94, 184]",0.2879,0,assets/datasets/opa/raw/new_OPA/composite/test_set/3332_333599_56_152_94_184_0.2879_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_3332_333599_56_152_94_184_0.2879_0.jpg,427,640,427,640,yes,
opa_test_052,test,55695,503008,"[364, 116, 222, 147]",0.3474,0,assets/datasets/opa/raw/new_OPA/composite/test_set/55695_503008_364_116_222_147_0.3474_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_55695_503008_364_116_222_147_0.3474_0.jpg,640,448,640,448,yes,
opa_test_053,test,61157,186413,"[219, 201, 245, 150]",0.3829,0,assets/datasets/opa/raw/new_OPA/composite/test_set/61157_186413_219_201_245_150_0.3829_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_61157_186413_219_201_245_150_0.3829_0.jpg,640,427,640,427,yes,
opa_test_054,test,164841,57284,"[24, 247, 320, 148]",0.5012,0,assets/datasets/opa/raw/new_OPA/composite/test_set/164841_57284_24_247_320_148_0.5012_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_164841_57284_24_247_320_148_0.5012_0.jpg,640,480,640,480,yes,
opa_test_055,test,575108,124979,"[462, 109, 144, 100]",0.2376,0,assets/datasets/opa/raw/new_OPA/composite/test_set/575108_124979_462_109_144_100_0.2376_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_575108_124979_462_109_144_100_0.2376_0.jpg,640,422,640,422,yes,
opa_test_056,test,126084,180967,"[249, 79, 45, 100]",0.3027,0,assets/datasets/opa/raw/new_OPA/composite/test_set/126084_180967_249_79_45_100_0.3027_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_126084_180967_249_79_45_100_0.3027_0.jpg,500,333,500,333,yes,
opa_test_057,test,1084923,414401,"[133, 92, 95, 89]",0.1496,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1084923_414401_133_92_95_89_0.1496_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1084923_414401_133_92_95_89_0.1496_0.jpg,640,640,640,640,yes,
opa_test_058,test,341620,64389,"[172, 152, 75, 62]",0.1725,0,assets/datasets/opa/raw/new_OPA/composite/test_set/341620_64389_172_152_75_62_0.1725_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_341620_64389_172_152_75_62_0.1725_0.jpg,480,360,480,360,yes,
opa_test_059,test,341604,73009,"[157, 6, 146, 24]",0.3916,0,assets/datasets/opa/raw/new_OPA/composite/test_set/341604_73009_157_6_146_24_0.3916_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_341604_73009_157_6_146_24_0.3916_0.jpg,375,500,375,500,yes,
opa_test_060,test,1576567,414401,"[125, 27, 251, 289]",0.4517,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1576567_414401_125_27_251_289_0.4517_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1576567_414401_125_27_251_289_0.4517_0.jpg,640,640,640,640,yes,
opa_test_061,test,342658,73009,"[22, 56, 103, 26]",0.2769,0,assets/datasets/opa/raw/new_OPA/composite/test_set/342658_73009_22_56_103_26_0.2769_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_342658_73009_22_56_103_26_0.2769_0.jpg,375,500,375,500,yes,
opa_test_062,test,575902,171805,"[375, 209, 145, 168]",0.3505,0,assets/datasets/opa/raw/new_OPA/composite/test_set/575902_171805_375_209_145_168_0.3505_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_575902_171805_375_209_145_168_0.3505_0.jpg,640,480,640,480,yes,
opa_test_063,test,670608,460568,"[190, 50, 250, 462]",0.7559,0,assets/datasets/opa/raw/new_OPA/composite/test_set/670608_460568_190_50_250_462_0.7559_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_670608_460568_190_50_250_462_0.7559_0.jpg,612,612,612,612,yes,
opa_test_064,test,596954,203868,"[54, 109, 226, 282]",0.5313,0,assets/datasets/opa/raw/new_OPA/composite/test_set/596954_203868_54_109_226_282_0.5313_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_596954_203868_54_109_226_282_0.5313_0.jpg,427,640,427,640,yes,
opa_test_065,test,159573,580029,"[246, 133, 186, 49]",0.2912,0,assets/datasets/opa/raw/new_OPA/composite/test_set/159573_580029_246_133_186_49_0.2912_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_159573_580029_246_133_186_49_0.2912_0.jpg,640,427,640,427,yes,
opa_test_066,test,55695,503008,"[411, 67, 222, 147]",0.3474,0,assets/datasets/opa/raw/new_OPA/composite/test_set/55695_503008_411_67_222_147_0.3474_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_55695_503008_411_67_222_147_0.3474_0.jpg,640,448,640,448,yes,
opa_test_067,test,163007,57284,"[23, 216, 317, 131]",0.4965,0,assets/datasets/opa/raw/new_OPA/composite/test_set/163007_57284_23_216_317_131_0.4965_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_163007_57284_23_216_317_131_0.4965_0.jpg,640,480,640,480,yes,
opa_test_068,test,1765106,180967,"[12, 48, 29, 49]",0.1495,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1765106_180967_12_48_29_49_0.1495_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1765106_180967_12_48_29_49_0.1495_0.jpg,500,333,500,333,yes,
opa_test_069,test,1100242,62376,"[195, 197, 115, 149]",0.4147,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1100242_62376_195_197_115_149_0.4147_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1100242_62376_195_197_115_149_0.4147_0.jpg,480,360,480,360,yes,
opa_test_070,test,1576567,414401,"[179, 10, 381, 439]",0.6869,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1576567_414401_179_10_381_439_0.6869_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1576567_414401_179_10_381_439_0.6869_0.jpg,640,640,640,640,yes,
opa_test_071,test,1976110,218668,"[41, 219, 154, 51]",0.2529,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1976110_218668_41_219_154_51_0.2529_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1976110_218668_41_219_154_51_0.2529_0.jpg,612,612,612,612,yes,
opa_test_072,test,416834,317687,"[29, 98, 37, 68]",0.1423,0,assets/datasets/opa/raw/new_OPA/composite/test_set/416834_317687_29_98_37_68_0.1423_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_416834_317687_29_98_37_68_0.1423_0.jpg,640,480,640,480,yes,
opa_test_073,test,702138,78478,"[127, 158, 104, 18]",0.1635,0,assets/datasets/opa/raw/new_OPA/composite/test_set/702138_78478_127_158_104_18_0.1635_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_702138_78478_127_158_104_18_0.1635_0.jpg,640,480,640,480,yes,
opa_test_074,test,355769,107745,"[484, 237, 84, 44]",0.1322,0,assets/datasets/opa/raw/new_OPA/composite/test_set/355769_107745_484_237_84_44_0.1322_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_355769_107745_484_237_84_44_0.1322_0.jpg,640,480,640,480,yes,
opa_test_075,test,18901,29727,"[156, 269, 49, 41]",0.1215,0,assets/datasets/opa/raw/new_OPA/composite/test_set/18901_29727_156_269_49_41_0.1215_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_18901_29727_156_269_49_41_0.1215_0.jpg,408,640,408,640,yes,
