case_id,split,fg_id,bg_id,position,scale,label,composite_path,mask_path,width,height,mask_width,mask_height,usable,note
opa_test_022,test,1079904,379285,"[234, 8, 381, 315]",0.6568,1,assets/datasets/opa/raw/new_OPA/composite/test_set/1079904_379285_234_8_381_315_0.6568_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1079904_379285_234_8_381_315_0.6568_1.jpg,640,480,640,480,yes,
opa_test_023,test,586987,357510,"[386, 107, 249, 268]",0.4199,1,assets/datasets/opa/raw/new_OPA/composite/test_set/586987_357510_386_107_249_268_0.4199_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_586987_357510_386_107_249_268_0.4199_1.jpg,640,640,640,640,yes,
opa_test_024,test,586934,357510,"[230, 139, 286, 391]",0.6118,1,assets/datasets/opa/raw/new_OPA/composite/test_set/586934_357510_230_139_286_391_0.6118_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_586934_357510_230_139_286_391_0.6118_1.jpg,640,640,640,640,yes,
opa_test_025,test,589018,213399,"[5, 157, 278, 205]",0.4808,1,assets/datasets/opa/raw/new_OPA/composite/test_set/589018_213399_5_157_278_205_0.4808_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_589018_213399_5_157_278_205_0.4808_1.jpg,640,427,640,427,yes,
opa_test_026,test,273763,417334,"[500, 112, 101, 148]",0.3474,1,assets/datasets/opa/raw/new_OPA/composite/test_set/273763_417334_500_112_101_148_0.3474_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_273763_417334_500_112_101_148_0.3474_1.jpg,640,427,640,427,yes,
opa_test_027,test,394691,444037,"[172, 117, 392, 489]",0.7993,1,assets/datasets/opa/raw/new_OPA/composite/test_set/394691_444037_172_117_392_489_0.7993_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_394691_444037_172_117_392_489_0.7993_1.jpg,612,612,612,612,yes,
opa_test_028,test,1581067,463989,"[224, 231, 191, 217]",0.4540,1,assets/datasets/opa/raw/new_OPA/composite/test_set/1581067_463989_224_231_191_217_0.4540_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1581067_463989_224_231_191_217_0.4540_1.jpg,640,480,640,480,yes,
opa_test_029,test,311795,216072,"[192, 32, 420, 242]",0.6571,1,assets/datasets/opa/raw/new_OPA/composite/test_set/311795_216072_192_32_420_242_0.6571_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_311795_216072_192_32_420_242_0.6571_1.jpg,640,480,640,480,yes,
opa_test_030,test,64754,186413,"[339, 276, 53, 117]",0.2756,1,assets/datasets/opa/raw/new_OPA/composite/test_set/64754_186413_339_276_53_117_0.2756_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_64754_186413_339_276_53_117_0.2756_1.jpg,640,427,640,427,yes,
opa_test_031,test,581053,257214,"[403, 196, 89, 162]",0.3393,1,assets/datasets/opa/raw/new_OPA/composite/test_set/581053_257214_403_196_89_162_0.3393_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_581053_257214_403_196_89_162_0.3393_1.jpg,640,480,640,480,yes,
opa_test_032,test,148656,306866,"[56, 175, 275, 175]",0.5508,1,assets/datasets/opa/raw/new_OPA/composite/test_set/148656_306866_56_175_275_175_0.5508_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_148656_306866_56_175_275_175_0.5508_1.jpg,500,375,500,375,yes,
opa_test_033,test,590055,213399,"[478, 176, 101, 73]",0.1730,1,assets/datasets/opa/raw/new_OPA/composite/test_set/590055_213399_478_176_101_73_0.1730_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_590055_213399_478_176_101_73_0.1730_1.jpg,640,427,640,427,yes,
opa_test_034,test,416009,317687,"[118, 86, 125, 380]",0.7936,1,assets/datasets/opa/raw/new_OPA/composite/test_set/416009_317687_118_86_125_380_0.7936_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_416009_317687_118_86_125_380_0.7936_1.jpg,640,480,640,480,yes,
opa_test_035,test,589940,348935,"[187, 325, 254, 219]",0.4808,1,assets/datasets/opa/raw/new_OPA/composite/test_set/589940_348935_187_325_254_219_0.4808_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_589940_348935_187_325_254_219_0.4808_1.jpg,529,640,529,640,yes,
opa_test_036,test,1079385,379285,"[299, 259, 213, 154]",0.3330,1,assets/datasets/opa/raw/new_OPA/composite/test_set/1079385_379285_299_259_213_154_0.3330_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1079385_379285_299_259_213_154_0.3330_1.jpg,640,480,640,480,yes,
opa_test_037,test,1555056,78478,"[49, 249, 322, 158]",0.5036,1,assets/datasets/opa/raw/new_OPA/composite/test_set/1555056_78478_49_249_322_158_0.5036_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1555056_78478_49_249_322_158_0.5036_1.jpg,640,480,640,480,yes,
opa_test_038,test,2144196,490311,"[66, 194, 420, 121]",0.8406,1,assets/datasets/opa/raw/new_OPA/composite/test_set/2144196_490311_66_194_420_121_0.8406_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_2144196_490311_66_194_420_121_0.8406_1.jpg,500,377,500,377,yes,
opa_test_039,test,586631,80105,"[242, 166, 391, 256]",0.6118,1,assets/datasets/opa/raw/new_OPA/composite/test_set/586631_80105_242_166_391_256_0.6118_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_586631_80105_242_166_391_256_0.6118_1.jpg,640,480,640,480,yes,
opa_test_040,test,61157,186413,"[257, 205, 115, 70]",0.1798,1,assets/datasets/opa/raw/new_OPA/composite/test_set/61157_186413_257_205_115_70_0.1798_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_61157_186413_257_205_115_70_0.1798_1.jpg,640,427,640,427,yes,
opa_test_041,test,586934,80105,"[395, 220, 147, 201]",0.4199,1,assets/datasets/opa/raw/new_OPA/composite/test_set/586934_80105_395_220_147_201_0.4199_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_586934_80105_395_220_147_201_0.4199_1.jpg,640,480,640,480,yes,
opa_test_042,test,365276,306866,"[329, 223, 160, 135]",0.3614,1,assets/datasets/opa/raw/new_OPA/composite/test_set/365276_306866_329_223_160_135_0.3614_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_365276_306866_329_223_160_135_0.3614_1.jpg,500,375,500,375,yes,
opa_test_043,test,696732,318346,"[172, 204, 43, 205]",0.4293,1,assets/datasets/opa/raw/new_OPA/composite/test_set/696732_318346_172_204_43_205_0.4293_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_696732_318346_172_204_43_205_0.4293_1.jpg,640,478,640,478,yes,
opa_test_044,test,1071485,248341,"[30, 67, 545, 402]",0.8520,1,assets/datasets/opa/raw/new_OPA/composite/test_set/1071485_248341_30_67_545_402_0.8520_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1071485_248341_30_67_545_402_0.8520_1.jpg,640,480,640,480,yes,
opa_test_045,test,3538,140349,"[39, 136, 307, 480]",0.7506,1,assets/datasets/opa/raw/new_OPA/composite/test_set/3538_140349_39_136_307_480_0.7506_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_3538_140349_39_136_307_480_0.7506_1.jpg,428,640,428,640,yes,
opa_test_046,test,6688,140349,"[176, 213, 98, 269]",0.4212,1,assets/datasets/opa/raw/new_OPA/composite/test_set/6688_140349_176_213_98_269_0.4212_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_6688_140349_176_213_98_269_0.4212_1.jpg,428,640,428,640,yes,
opa_test_047,test,1055814,298623,"[496, 342, 57, 63]",0.1500,1,assets/datasets/opa/raw/new_OPA/composite/test_set/1055814_298623_496_342_57_63_0.1500_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1055814_298623_496_342_57_63_0.1500_1.jpg,640,426,640,426,yes,
opa_test_048,test,1576567,414401,"[260, 413, 150, 173]",0.2709,1,assets/datasets/opa/raw/new_OPA/composite/test_set/1576567_414401_260_413_150_173_0.2709_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1576567_414401_260_413_150_173_0.2709_1.jpg,640,640,640,640,yes,
opa_test_049,test,1914814,298623,"[242, 242, 59, 63]",0.1500,1,assets/datasets/opa/raw/new_OPA/composite/test_set/1914814_298623_242_242_59_63_0.1500_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1914814_298623_242_242_59_63_0.1500_1.jpg,640,426,640,426,yes,
opa_test_050,test,591271,213399,"[291, 132, 301, 205]",0.4808,1,assets/datasets/opa/raw/new_OPA/composite/test_set/591271_213399_291_132_301_205_0.4808_1.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_591271_213399_291_132_301_205_0.4808_1.jpg,640,427,640,427,yes,
opa_test_051,test,3332,333599,"[56, 152, 94, 184]",0.2879,0,assets/datasets/opa/raw/new_OPA/composite/test_set/3332_333599_56_152_94_184_0.2879_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_3332_333599_56_152_94_184_0.2879_0.jpg,427,640,427,640,yes,
opa_test_052,test,55695,503008,"[364, 116, 222, 147]",0.3474,0,assets/datasets/opa/raw/new_OPA/composite/test_set/55695_503008_364_116_222_147_0.3474_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_55695_503008_364_116_222_147_0.3474_0.jpg,640,448,640,448,yes,
opa_test_053,test,61157,186413,"[219, 201, 245, 150]",0.3829,0,assets/datasets/opa/raw/new_OPA/composite/test_set/61157_186413_219_201_245_150_0.3829_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_61157_186413_219_201_245_150_0.3829_0.jpg,640,427,640,427,yes,
opa_test_054,test,164841,57284,"[24, 247, 320, 148]",0.5012,0,assets/datasets/opa/raw/new_OPA/composite/test_set/164841_57284_24_247_320_148_0.5012_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_164841_57284_24_247_320_148_0.5012_0.jpg,640,480,640,480,yes,
opa_test_055,test,575108,124979,"[462, 109, 144, 100]",0.2376,0,assets/datasets/opa/raw/new_OPA/composite/test_set/575108_124979_462_109_144_100_0.2376_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_575108_124979_462_109_144_100_0.2376_0.jpg,640,422,640,422,yes,
opa_test_056,test,126084,180967,"[249, 79, 45, 100]",0.3027,0,assets/datasets/opa/raw/new_OPA/composite/test_set/126084_180967_249_79_45_100_0.3027_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_126084_180967_249_79_45_100_0.3027_0.jpg,500,333,500,333,yes,
opa_test_057,test,1084923,414401,"[133, 92, 95, 89]",0.1496,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1084923_414401_133_92_95_89_0.1496_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1084923_414401_133_92_95_89_0.1496_0.jpg,640,640,640,640,yes,
opa_test_058,test,341620,64389,"[172, 152, 75, 62]",0.1725,0,assets/datasets/opa/raw/new_OPA/composite/test_set/341620_64389_172_152_75_62_0.1725_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_341620_64389_172_152_75_62_0.1725_0.jpg,480,360,480,360,yes,
opa_test_059,test,341604,73009,"[157, 6, 146, 24]",0.3916,0,assets/datasets/opa/raw/new_OPA/composite/test_set/341604_73009_157_6_146_24_0.3916_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_341604_73009_157_6_146_24_0.3916_0.jpg,375,500,375,500,yes,
opa_test_060,test,1576567,414401,"[125, 27, 251, 289]",0.4517,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1576567_414401_125_27_251_289_0.4517_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1576567_414401_125_27_251_289_0.4517_0.jpg,640,640,640,640,yes,
opa_test_061,test,342658,73009,"[22, 56, 103, 26]",0.2769,0,assets/datasets/opa/raw/new_OPA/composite/test_set/342658_73009_22_56_103_26_0.2769_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_342658_73009_22_56_103_26_0.2769_0.jpg,375,500,375,500,yes,
opa_test_062,test,575902,171805,"[375, 209, 145, 168]",0.3505,0,assets/datasets/opa/raw/new_OPA/composite/test_set/575902_171805_375_209_145_168_0.3505_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_575902_171805_375_209_145_168_0.3505_0.jpg,640,480,640,480,yes,
opa_test_063,test,670608,460568,"[190, 50, 250, 462]",0.7559,0,assets/datasets/opa/raw/new_OPA/composite/test_set/670608_460568_190_50_250_462_0.7559_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_670608_460568_190_50_250_462_0.7559_0.jpg,612,612,612,612,yes,
opa_test_064,test,596954,203868,"[54, 109, 226, 282]",0.5313,0,assets/datasets/opa/raw/new_OPA/composite/test_set/596954_203868_54_109_226_282_0.5313_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_596954_203868_54_109_226_282_0.5313_0.jpg,427,640,427,640,yes,
opa_test_065,test,159573,580029,"[246, 133, 186, 49]",0.2912,0,assets/datasets/opa/raw/new_OPA/composite/test_set/159573_580029_246_133_186_49_0.2912_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_159573_580029_246_133_186_49_0.2912_0.jpg,640,427,640,427,yes,
opa_test_066,test,55695,503008,"[411, 67, 222, 147]",0.3474,0,assets/datasets/opa/raw/new_OPA/composite/test_set/55695_503008_411_67_222_147_0.3474_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_55695_503008_411_67_222_147_0.3474_0.jpg,640,448,640,448,yes,
opa_test_067,test,163007,57284,"[23, 216, 317, 131]",0.4965,0,assets/datasets/opa/raw/new_OPA/composite/test_set/163007_57284_23_216_317_131_0.4965_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_163007_57284_23_216_317_131_0.4965_0.jpg,640,480,640,480,yes,
opa_test_068,test,1765106,180967,"[12, 48, 29, 49]",0.1495,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1765106_180967_12_48_29_49_0.1495_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1765106_180967_12_48_29_49_0.1495_0.jpg,500,333,500,333,yes,
opa_test_069,test,1100242,62376,"[195, 197, 115, 149]",0.4147,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1100242_62376_195_197_115_149_0.4147_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1100242_62376_195_197_115_149_0.4147_0.jpg,480,360,480,360,yes,
opa_test_070,test,1576567,414401,"[179, 10, 381, 439]",0.6869,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1576567_414401_179_10_381_439_0.6869_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1576567_414401_179_10_381_439_0.6869_0.jpg,640,640,640,640,yes,
opa_test_071,test,1976110,218668,"[41, 219, 154, 51]",0.2529,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1976110_218668_41_219_154_51_0.2529_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1976110_218668_41_219_154_51_0.2529_0.jpg,612,612,612,612,yes,
opa_test_072,test,416834,317687,"[29, 98, 37, 68]",0.1423,0,assets/datasets/opa/raw/new_OPA/composite/test_set/416834_317687_29_98_37_68_0.1423_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_416834_317687_29_98_37_68_0.1423_0.jpg,640,480,640,480,yes,
opa_test_073,test,702138,78478,"[127, 158, 104, 18]",0.1635,0,assets/datasets/opa/raw/new_OPA/composite/test_set/702138_78478_127_158_104_18_0.1635_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_702138_78478_127_158_104_18_0.1635_0.jpg,640,480,640,480,yes,
opa_test_074,test,355769,107745,"[484, 237, 84, 44]",0.1322,0,assets/datasets/opa/raw/new_OPA/composite/test_set/355769_107745_484_237_84_44_0.1322_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_355769_107745_484_237_84_44_0.1322_0.jpg,640,480,640,480,yes,
opa_test_075,test,18901,29727,"[156, 269, 49, 41]",0.1215,0,assets/datasets/opa/raw/new_OPA/composite/test_set/18901_29727_156_269_49_41_0.1215_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_18901_29727_156_269_49_41_0.1215_0.jpg,408,640,408,640,yes,
opa_test_076,test,12496,333599,"[9, 113, 69, 92]",0.1617,0,assets/datasets/opa/raw/new_OPA/composite/test_set/12496_333599_9_113_69_92_0.1617_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_12496_333599_9_113_69_92_0.1617_0.jpg,427,640,427,640,yes,
opa_test_077,test,1182983,65011,"[138, 406, 40, 70]",0.1101,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1182983_65011_138_406_40_70_0.1101_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1182983_65011_138_406_40_70_0.1101_0.jpg,439,640,439,640,yes,
opa_test_078,test,55695,238584,"[153, 3, 478, 317]",0.7472,0,assets/datasets/opa/raw/new_OPA/composite/test_set/55695_238584_153_3_478_317_0.7472_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_55695_238584_153_3_478_317_0.7472_0.jpg,640,427,640,427,yes,
opa_test_079,test,1444555,558826,"[82, 204, 358, 399]",0.7575,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1444555_558826_82_204_358_399_0.7575_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1444555_558826_82_204_358_399_0.7575_0.jpg,473,640,473,640,yes,
opa_test_080,test,1144594,69266,"[419, 61, 175, 400]",0.8406,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1144594_69266_419_61_175_400_0.8406_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1144594_69266_419_61_175_400_0.8406_0.jpg,640,477,640,477,yes,
opa_test_081,test,1100168,62376,"[30, 204, 199, 101]",0.4147,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1100168_62376_30_204_199_101_0.4147_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1100168_62376_30_204_199_101_0.4147_0.jpg,480,360,480,360,yes,
opa_test_082,test,1998509,73009,"[70, 240, 8, 41]",0.0836,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1998509_73009_70_240_8_41_0.0836_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1998509_73009_70_240_8_41_0.0836_0.jpg,375,500,375,500,yes,
opa_test_083,test,341604,64389,"[193, 77, 82, 13]",0.1725,0,assets/datasets/opa/raw/new_OPA/composite/test_set/341604_64389_193_77_82_13_0.1725_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_341604_64389_193_77_82_13_0.1725_0.jpg,480,360,480,360,yes,
opa_test_084,test,1183540,65011,"[236, 457, 48, 43]",0.1101,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1183540_65011_236_457_48_43_0.1101_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1183540_65011_236_457_48_43_0.1101_0.jpg,439,640,439,640,yes,
opa_test_085,test,325364,142587,"[3, 218, 30, 54]",0.1497,0,assets/datasets/opa/raw/new_OPA/composite/test_set/325364_142587_3_218_30_54_0.1497_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_325364_142587_3_218_30_54_0.1497_0.jpg,500,362,500,362,yes,
opa_test_086,test,1935571,512223,"[133, 73, 91, 137]",0.3236,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1935571_512223_133_73_91_137_0.3236_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1935571_512223_133_73_91_137_0.3236_0.jpg,640,426,640,426,yes,
opa_test_087,test,152891,306866,"[286, 289, 110, 84]",0.2255,0,assets/datasets/opa/raw/new_OPA/composite/test_set/152891_306866_286_289_110_84_0.2255_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_152891_306866_286_289_110_84_0.2255_0.jpg,500,375,500,375,yes,
opa_test_088,test,1157554,145520,"[18, 214, 158, 48]",0.3164,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1157554_145520_18_214_158_48_0.3164_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1157554_145520_18_214_158_48_0.3164_0.jpg,500,375,500,375,yes,
opa_test_089,test,582121,257958,"[87, 123, 382, 276]",0.5974,0,assets/datasets/opa/raw/new_OPA/composite/test_set/582121_257958_87_123_382_276_0.5974_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_582121_257958_87_123_382_276_0.5974_0.jpg,640,480,640,480,yes,
opa_test_090,test,1182969,65011,"[65, 177, 48, 70]",0.1101,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1182969_65011_65_177_48_70_0.1101_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1182969_65011_65_177_48_70_0.1101_0.jpg,439,640,439,640,yes,
